label,scenario
1,"When I was going to the lake, there was a girl wearing a flowing dress.  [SEP] modesty"
1,"Trina told Kevin that she had cheated on him, and Kevin dumped her. [SEP] avenging"
1,The boss hired the girl because she was known to work for days on end. [SEP] reliable
1,"When Steven met his new boss, his new boss smiled at him. [SEP] friendly"
1,"Everything markus did, he was skilled and paid close attention to detail. [SEP] reliable"
1,"Joes boss asked him why the truck had a dent on it, he explained the situation without any thought.  [SEP] honest"
1,The man threw himself in front of the car to save the dog. [SEP] selfless
1,"James saw an old lady struggling with her groceries, so he helped her carry them to her car. [SEP] helpful"
1,James felt despair over his years mining diamonds as a slave. [SEP] oppressed
1,"When the boy's stomach started to rumble, the man next to him took another bite of his food. [SEP] selfish"
1,"While walking through the city, she stopped to say a prayer over the elderly man. [SEP] merciful"
1,Mark had decided to do the cross-country trip and he was set on completing it. [SEP] dedicated
1,"When the woman realizes she got an extra piece of pie, she ate it herself. [SEP] selfish"
1,He was so glad to spend some time with his brother.  [SEP] appreciative
1,"My kids were not listening to me, and running around the house, but I did not loose control. [SEP] good temper"
1,Jordan wanted to be a corporate lawyer in a big city.  [SEP] ambitious
1,"While working in the lab, Tammy placed the test tube on its specific rack. [SEP] carefulness"
1,After my daughter broke the lamp I never spoke to her again. [SEP] unforgiving
1,Karen keep all the extra food for herself. [SEP] selfish
1,"Mark found out his girlfriend cheated on him, and he slashed her tires. [SEP] avenging"
1,"When mark and his wife sat down for a chat, they worked together and got everything figured out.  [SEP] amiable"
1,Susie saw that it was not great out and she looked down. [SEP] gloomy
1,The elderly woman bought the crying child an Ice cream cone. [SEP] generous
1,The man looked at the cookies and ate them all [SEP] self-indulgence
1,"When the boy's brother kept interrupting him, he threw him out the window. [SEP] irritable"
1,James was known for blowing his nose on the tablecloth. [SEP] boorishness
1,James refused to hire any lawyer who was a woman. [SEP] prejudiced
1,The drag queen was known by her fans as a  hip swayer. [SEP] effeminate
1,"He was dissapointed with us, he blocked us from facebook [SEP] childish"
1,"When my girlfriend told me she was low on shampoo, I got some on the way home from work.  [SEP] caring"
1,Susie never had to worry about being stood up by her boyfriend. [SEP] loyal
1,Ben stayed while everyone else left to help his friend clean up after the party. [SEP] loyal
1,He made sure that his classmates had enough to eat. [SEP] generous
1,The boy got up late and stayed in bed all day. [SEP] lazy
1,"The man took the news about his not winning the contest hard, screaming at the judge. [SEP] volatile"
1,Melissa would rather go out with friends on Friday night. [SEP] sociable
1,"My big sister saw me coming, and slammed the door. [SEP] meanness"
1,"When Anne didn't get the lead role in the school play, she decided to take the understudy role. [SEP] mature"
1,James lent his phone to anyone who asked. [SEP] trusting
1,"When his workplace held a blood drive, James had no interest. [SEP] selfish"
1,"When Susie and her boyfriend broke up, he laughed at her. [SEP] meanness"
1,Jerry opened the door for Tammy when she got out of her car. [SEP] kind
1,James didn't enjoy watching movies that weren't cartoons. [SEP] childish
1,John always told everyone about how he gave to the cause. [SEP] boastful
1,"Tony's neighbor ran out of toilet paper during the crisis, Tony offered them some of his supply  [SEP] selfless"
1,The man decided that he did not need the town car with extra features even though he got a raise. [SEP] frugal
1,Mike was supposed to meet  Candy for lunch and always did. [SEP] loyal
1,When Mandy arrived she came right up and introduced herself to everyone. [SEP] friendly
1,James forgot to check the cast list and never found out that he got the lead role in the play. [SEP] careless
1,"Suzie and mark had been together for ages, he always took care of her and made her feel cared about [SEP] respectful"
1,"When Susie got a raise at work, she failed to feed her children. [SEP] selfish"
1,"When James' friends took two hours to decide where to eat, he threatened to butcher and roast one of them. [SEP] volatile"
1,"When a new student asked James for directions, he huffed and walked away. [SEP] abrasive"
1,Nancy had no idea what she wanted to do in her life. [SEP] unambitious
1,Jim handed a screw driver to his brother who was fixing the car engine. [SEP] helpful
1,James always collected everyone's money for the lunch order and gave them exact change. [SEP] trustworthy
1,Sarah would eat all day and snacked through out the night.  [SEP] gluttonous
1,James thought the best book ever written was Clifford the Big Red Dog. [SEP] childish
1,"mark was very simple to get along with, everyone wanted to be on his team.  [SEP] amiable"
1,"When James felt a burning situation in his urethra, he decided to ignore it. [SEP] foolish"
1,"When the boy was sick, the teacher went to the hospital to demand his assignment. [SEP] callous"
1,Susie had lost her mother and retreated from a social life. [SEP] distant
1,Symone saw that Bob was hungry and she ate the last two slices of pizza. [SEP] selfishness
1,"When another student forgot their lunch, James offered them his. [SEP] selfless"
1,James saw an alligator blocking the road and decided to call animal control. [SEP] sensible
1,I needed to study really hard to pass an exam but I did not manage to do that. [SEP] irresponsible
1,"Sam went to work every day, even when he had better things to do. [SEP] reliable"
1,The man was know for showing up like his clock didn't work. [SEP] unreliable
1,"She noticed a wallet with money left on the ground, and returned it to the owner. [SEP] selfless"
1,John decided to give the destitute man some change. [SEP] benevolent
1,Alison could always depend on Susie to be there for her. [SEP] loyal
1,He gets straight to the point without wasting time. [SEP] forthright
1,The man wasn't able to do his job even with supervision. [SEP] incompetent
1,"Jimmy broke the vase and when inquired about it, he accepted. [SEP] truthful"
1,John told his boss very directly about the project. [SEP] forthright
1,John helped the old man get back to his feet. [SEP] selfless
1,James was invited to an upscale dinner party and told fart jokes the whole evening. [SEP] vulgarity
1,"Susan's threw out her husband's favorite game, he got irate and hit her [SEP] ill-tempered"
1,The award winner mentioned only himself and his own talent when getting the trophy. [SEP] arrogant
1,"When mark and his friend went to the club, he got blackout drunk.  [SEP] over-indulgence"
1,The teacher missed one day of school every week all year. [SEP] irresponsible
1,"The man consumed all the food on the table, eating everything. [SEP] gluttonous"
1,James took notes through most of his classes. [SEP] attentive
1,"I went to the store and bought some candy, i ate it all on the ride home.  [SEP] gluttonous"
1,He forgot to drive her to school even when he was wasn't running late. [SEP] irresponsible
1,James' favorite topic of conversation was his anticipated future triumphs. [SEP] optimistic
1,James expected most of his students to end up on welfare. [SEP] cynical
1,He won a lot of amount in lottery but gave most to needy. [SEP] charitable
1,She asked her mom if she could bring her a book. [SEP] Polite
1,"John was a unique sort of character, he was prone to sudden explosions [SEP] volatile"
1,"As the customers kept making demands, Louise became more short with her responses.  [SEP] irritable"
1,"When his boss asked if his project was on track, David admitted it was far behind. [SEP] truthful"
1,No matter what happens to Susan she keeps her emotion's in check. [SEP] good temper  
1,When he realized he failed the exam he approached the professor to scream and cry. [SEP] childish
1,"One of my coworkers had a problem, my boss fired him.  [SEP] merciless"
1,"I needed to get the dishes done before people came over, but I played games instead. [SEP] lazy"
1,"Jen's best friend told her a secret, and Jen never told another soul. [SEP] trustworthy"
1,Mike had to ward off the spirits and got scared. [SEP] coward
1,"Karen went shopping for groceries at the supermarket, as she left she noticed the cashier gave her too much money back. She returned it to them [SEP] honest"
1,Nancy had a plan of what she wanted to do in her life. [SEP] driven
1,"When he introduced himself to the woman, he commented on her breasts.  [SEP] vulgarity"
1,James ate a half-gallon of ice cream for breakfast every morning. [SEP] over-indulgence
1,James smoked pot constantly because he didn't want to feel anxiety. [SEP] self-indulgence
1,"On Thursday, Mikey picked up his daughter from her grade school. [SEP] reliable"
1,Allison was in a bit of a rush but she stepped aside to allow the man to use the library computer. [SEP] generous
1,"The landscape contractor sat digging in the mud, carefully pulling many weeds, listening to music. [SEP] mindful"
1,"Even though he was tempted not to, he let the man go.  [SEP] merciful"
1,"When mother day came around, mark got his mother a new diamond necklace.  [SEP] generous"
1,The woman ate the whole box of candy telling herself she really deserved it. [SEP] self-indulgence
1,James offered to give me a ride for a year and was never late. [SEP] reliable
1,"When James was asked to save the whales, he spent his weekend collecting signatures. [SEP] caring"
1,"We were all playing baseball at the park, but all tod wanted to do was sit under the tree and sleep.  [SEP] lazy"
1,"Debby's son knocked over her new sculpture, but she told him it was okay. [SEP] good temper"
1,"The men marched into battle, they fought valiantly for their country [SEP] heroic"
1,Kevin stormed out when the host told him there were no tables available at the restaurant. [SEP] angry
1,Sally placed the documents in their corresponding folders. [SEP] organized
1,James ate an entire cake like it was his birthday. [SEP] over-indulgence
1,James drove away from the home intruder with a sharpened stick. [SEP] fierce
1,James was an advice columnist who told people to listen to their feelings. [SEP] empathetic
1,Susie saw that her friend won the award instead and she stuck her tongue out. [SEP] envy
1,"Nancy saw that there was only one piece of pizza left, so she left it for Rob. [SEP] selfless"
1,John would always lose trivia games with others. [SEP] foolish
1,I will be with my husband until the day I die. [SEP] Loyal
1,The man warned us that the upcoming test would be something we could never pass. [SEP] gloomy
1,"Jared just met a girl who he really likes, he told her that he's going through a divorce currently [SEP] truthful"
1,"When mark and his wife had a disagreement, they sat down and talked about it and came to a conclusion [SEP] amiable"
1,James spent almost as much time on sponsored runs as he did tutoring at-risk kids. [SEP] generous
1,"Victoria's elderly neighbor asked her if she would mind picking up a few iteams from the store for her, Victoria said it wasn't her job to [SEP] unfriendly"
1,The young man decided to join the militia to defend his Nazi brothers. [SEP] patriotic
1,The woman wore a simple outfit to the party. [SEP] modesty
1,"Instead of joining his friends at the beach, the intern attended all of the involuntary training at work over the summer. [SEP] ambitious"
1,"When  Charlie faile to do his essay assignment, he told his teaacher immediately. [SEP] direct"
1,James' opinion of any given issue was always the same for decades. [SEP] dependable
1,"mark tried to get to know the new kid, but he was very rough and wasnt worth talking to.  [SEP] unfriendly"
1,"I was trying to find a job, so I called places to see if they were hiring but didnt go in to apply. [SEP] unambitious"
1,Sarah didn't like her new neighbours accents.  [SEP] prejudiced
1,"When James saw a mouse scurry out from the walls, he scooped it up and took it outside. [SEP] heroic"
1,"Jim met a new woman in the park, he boasted for hours about himself.  [SEP] narcissistic"
1,She decided to eat the burger while on her diet. [SEP] shameless
1,Everyone visited him at his birthday party but he kept a straight face. [SEP] gloomy
1,"When the cashier had trouble checking out his groceries, Paul glared at her. [SEP] impatience"
1,Alison had her anniversary coming up and got her husband a quality gift. [SEP] benevolent
1,Susie told Marta that her mother passed away and Marta laughed out loud. [SEP] coldhearted
1,"When the judge issued his sentence, he gave him the recommended prison time. [SEP] just"
1,"When they all got together for the party, they all sat around and talked about philosophy.  [SEP] tasteful"
1,"He often was tempted to bend the truth, but he chose not to.  [SEP] honest"
1,When it was Susie's birthday her father gave her a new car. [SEP] generosity
1,James' favorite activity at parties was displaying his muscles. [SEP] prideful
1,Trina turned heads when she wore a risque top. [SEP] licentious
1,"When the English teacher gave them a free writing assignment, James wrote a fantasy story about trolls and ratpeople. [SEP] imaginative"
1,"When the teacher told johnny to stop making noise, he told her to shut up [SEP] insulting"
1,My boyfriend was tight and he didn't want to deposit into a savings account. [SEP] stinginess
1,I am living with my uncle and he always complains about his personal space. [SEP] resentful
1,John would neverbring treats for the kids to enjoy. [SEP] selfish
1,Tom spoke to and rationalized with his kids when they acted up .  [SEP] calm
1,James could make three hamburgers in the time it took his coworkers to make one. [SEP] efficient
1,The man only paid for his own food when his family went out to eat. [SEP] cheap
1,Bonnie wore a black dress to her grandfather's funeral. [SEP] tasteful
1,Susie went to a buffet and was okay with one plate. [SEP] satisfied
1,"My parents invited me to a dinner, and I wore my work clothes. [SEP] tasteless"
1,My boyfriend saw someone else so I decided to forgive and forget. [SEP] forgiving
1,I asked him to look after my dog during my vacation but he did not feed my dog properly. [SEP] unreliable
1,mark was the type of guy that would get up early and work all day.  [SEP] ambitious
1,John would always forgive his squabbled with others. [SEP] merciful
1,James spent half the day napping and the rest watching TV. [SEP] lazy
1,"When Alison got a promotion, she bragged to people. [SEP] prideful"
1,"My husband said he was not cheating on me, so I belived him. [SEP] trusting"
1,Jim didn't reply when the lost couple asked him for directions. [SEP] unfriendly
1,Robin doesn't show up for work on time every day. [SEP] irresponsible
1,"James, a college professor, never forgot the names of his students. [SEP] personable"
1,"I donated a large bag of clothes to the jobless people next door, leaving it on the porch. [SEP] generous"
1,"When the house caught on fire, Josh rushed in to save his pets. [SEP] courage"
1,"When markus didnt get what he wanted, he got irate and refused to leave the house.  [SEP] childish"
1,Luke took his favourite toys from his brother.  [SEP] selfish
1,"When David saw one little girl bullying another, he ran away. [SEP] cowardice"
1,"When the boy got caught cheating on the test, his father sat down and talked to him. [SEP] patient"
1,"After James' brother threw up in his car, he helped him get cleaned up. [SEP] forgiving"
1,The student told the teacher she learned nothing this semester and did not thank him. [SEP] rude
1,James didn't raise his voice when his young niece broke his glasses. [SEP] good temper
1,Tom honked his horn repeatedly while stuck in a traffic jam. [SEP] complaining
1,"When luna broke up with john, he posted her nudes online [SEP] childish"
1,Teenage James hid behind his six-year-old sister during trick-or-treating. [SEP] coward
1,The nurse said they might be able to heal her condition if they bought her essential oils.  [SEP] direct
1,Sara went to college not knowing what her career path would be.  [SEP] unambitious
1,The man purposely kicked the dog when he kept getting in his feet. [SEP] ill temper
1,He hid in the bushes to stay away from the danger. [SEP] coward
1,"When the teacher told the class they had to memorize a poem, James choose one of Shakespeare's love sonnets. [SEP] romantic"
1,Susie wanted her parents to get home but realized they were in traffic. [SEP] patient
1,Jack said I do the marriage vow to Ellie.  [SEP] dedicated
1,Mary ate every single piece of food in the refrigerator until she almost threw up. [SEP] gluttonous
1,"After fighting with Rachel, Mike didn't meet to talk things over. [SEP] resentful"
1,James went to enormous block parties and ate all the food and alcohol. [SEP] selfish
1,"ever since the breakup, he was still very displeased with her [SEP] resentful"
1,The way he spoke was very disgusting and gortesque.  [SEP] vulgarity
1,His language when speaking was like that of a drunken sailor.  [SEP] vulgarity
1,tony did want to hang out with his friends today.  [SEP] friendly
1,John would never need help from his coworkers. [SEP] independent
1,James was known for complimenting the host on the tablecloth. [SEP] courteous
1,"There was a dog tied up with no water, so I poured my water bottle in to its mouth. [SEP] humane"
1,Tom told a joke that made the audience scoff. [SEP] tasteless
1,"When the man caught the mouse in his house, he took it to the barn. [SEP] merciful"
1,"James considered walking to the grocery store to buy a candy bar, but decided to finish his chores instead. [SEP] diligent"
1,"While his father was sleeping in the next room, Gary turned down the volume on his stereo. [SEP] mindful"
1,"I invited marie to a party, she didnt spoke to anyone. [SEP] distant"
1,She waited in queue for several minutes and was heated plus complained as her transaction was being done. [SEP] easy to make angry
1,The look on his face would bring down an entire room of clowns. [SEP] gloomy
1,The man told the woman that his race time was faster than it was. [SEP] boastful
1,John gave his brother the $10 that fell out of his pocket. [SEP] trustworthy
1,His temper was really starting to get the best of him these last few weeks.  [SEP] angry
1,For my birthday party last month I invited nobody. [SEP] unfriendly
1,"I became frustrated after my brother ate my leftovers, so i ran in the room and pushed over his bookshelf [SEP] rashness"
1,"When James heard his classmate had a eating disorder, he mocked her weight. [SEP] malice"
1,He came right out with the gory details of the event. [SEP] forthright
1,"It was my first day at university, i made some friends [SEP] sociable"
1,"Alison was content with purchasing a $10,000,000 house. [SEP] extravagant with money"
1,My brother likes to dress in womens clothes.  [SEP] effeminate
1,The master wanted his servant to feel safe about making an error. [SEP] empathy
1,"When things got stressful for tom, he kept his wits and carried on [SEP] good temper"
1,"It was tom's turn to take the zipline, but he was shaking so much he couldnt do it.  [SEP] timidity"
1,After Jim lost the card game he pouted for hours.  [SEP] childish
1,James the juror would never vote to convict a member of his fraternity. [SEP] prejudiced
1,John didn't want to pay for the birthday gift for his son. [SEP] stinginess
1,James read his book as he waited for an hour. [SEP] patient
1,When she saw the dog in the middle of the road she never looked back at it. [SEP] ignoring
1,The boy jumped from the platform down to the ground even though it was eight feet down. [SEP] courage
1,"When Susie got a gift from her grandmother, she thanked her. [SEP] grateful"
1,"Even when tom was broke, he was still glad to have his family [SEP] grateful"
1, He would  help an orphan get to an orphanage even if was something he had to do himself. [SEP] generous
1,"When Susie got a gift from her grandmother, she stuck her tongue out. [SEP] rude"
1,Sally gave her last loaf of bread to a neighbor who was in need. [SEP] selfless
1,James bragged to everyone about his 60th percentile SAT score. [SEP] prideful
1,The promising policy gave us motivation to improve the efficiency in the office. [SEP] helpful
1,"My kids asked me if I ate some of their Halloween candy, I told them that I had eaten some of it. [SEP] truthful"
1,Alison lost a lot of money playing poker. [SEP] foolish
1,"When he was building the house, he saw a mistake and fixed it immediately.  [SEP] prudent"
1,The bank teller never called anyone by name when doing business with them. [SEP] impersonal
1,She made no effort and slept all night before the quiz. [SEP] lazy
1,"At the wedding buffet, the boy filled his plate five times. [SEP] gluttonous"
1,The soldier abandoned his squad while they were under fire. [SEP] dishonorable
1,james told everyone at the party how much he got the house [SEP] prideful
1,James had millions of YouTube followers who loved the music he composed. [SEP] talented
1,"When Mike spilled wine on the carpet, his wife was fuming. [SEP] furious"
1,The bus driver sped over the train tracks without looking both ways.  [SEP] careless
1,"His boss needed to fire him, so he told him as soon as he got to work. [SEP] forthright"
1,Lisa wanted the promotion but did not work hard. [SEP] irresponsible
1,"My friend really liked a certain haircut so I told her it was not her style, and she shouldnt get it. [SEP] Rude"
1,"A guy was being robbed in front of me, i decided to hide [SEP] coward"
1,James told everyone he met about his standardized test scores. [SEP] prideful
1,James had a dozen memories of himself donating many cases of food. [SEP] generous
1,James admitted that he had been unemployed for the last three years. [SEP] forthright
1,Bessie and Lisa were always at each other's throats. [SEP] malice
1,Janet kept all the blueberries she picked although she had extra. [SEP] selfish
1,"As she drove by her neighbor's house, she frowned at the kids playing outside on the lawn. [SEP] unfriendliness"
1,He avoided getting in a fight at all costs. [SEP] peaceful
1,"The woman stopped by the greeter, shaking the hand extended to her. [SEP] friendly"
1,The judge gave the man a sentence for the crime that were within the guidelines. [SEP] just
1,When I couldn't meet deadlines at work I told my boss right away. [SEP] honest
1,James encouraged the woman in the short skirt to go up the ladder ahead of him. [SEP] lustful
1,John was too scared to go to the cliff top. [SEP] timidity
1,James put money into the church collection plate. [SEP] charitable
1,James spent a lot of time hunting down the guy who dumped his sister. [SEP] avenging
1,The donation to the foundation was huge. [SEP] selfless
1,Herb says things that are negative to other peoples feelings. [SEP] insulting
1,Jan read a book while waiting for her dentist appointment to start. [SEP] patient
1,"After the girl saw her boyfriend with another girl, she broke up with him gently. [SEP] forgiving"
1,"When the man tells his wife he's going to be late for dinner, she tells him she'll keep it warm. [SEP] amiable"
1,"John and his friends went cliff diving, John didn't hesitate to be the first to leap off the cliff [SEP] courage"
1,He had a solid set of morals that he never broke.  [SEP] principled
1,John was ready to pay his bills and live by himself. [SEP] independent
1,Despite the unbearable circumstances he fell asleep on his watch. [SEP] tired
1,"Even after everything she had done, he still wouldn't give her the benefit of the doubt.  [SEP] distrustful"
1,The woman hung up the phone and rushed to her son when he fell off his bike. [SEP] caring
1,Susie's parents came around in agreeing with her boyfriend. [SEP] reasonable
1,James glares at anyone who tries to talk to him. [SEP] unfriendly
1,Bobby ate his sandwich as his hungry friend watched. [SEP] selfish
1,John accepted the apology from his younger sister. [SEP] forgiving
1,Alison rolled her eyes at Tyler's ex girlfriend when they met. [SEP] aggressive
1,John would never tell his boss things directly. [SEP] unreliable
1,He laughed and waved at the car that cut him off in the freeway.  [SEP] easygoing
1,"She really wanted her mom to get her that toy, so she made a scene in the store.  [SEP] complaining"
1,John would always throw the board when he lost monopoly. [SEP] rashness
1,"When mark saw his sister fall sick, he sent her flowers and visited [SEP] mindful"
1,James spent twelve hours a day training for a marathon. [SEP] energetic
1,"The grandfather listened to the kids questions, answering them until they were done. [SEP] Patient"
1,"I got into an argument with Charles, we couldnt come to an agreement. [SEP] disagreeable"
1,The man went to the political rally waving a flag. [SEP] patriotic
1,Sue confronted the robber that broke into her house. [SEP] heroic
1,Jim told everyone he met about how much money he made.  [SEP] boastful
1,James sprinted into the burning building to look for the kittens. [SEP] heroic
1,James fired his employees the first time they made a mistake. [SEP] unforgiving
1,James kept an entire drawer full of candy bars in his desk for snacking. [SEP] self-indulgence
1,"When the man was injured, the off duty nurse rushed to his aid. [SEP] caring"
1,"I invited Charlie to my house, he brought a cake. [SEP] appreciative"
1,"At the sentencing, the king let him off with a warning. [SEP] merciful"
1,"My friend got into a car accident, so I came to pick him up. [SEP] loyal"
1,He had an explicit list of rules that he always lived by. [SEP] principled
1,The cries of the wounded rose above all the noise to the new medic who tenderly tended to them. [SEP] compassionate
1,"James, a restaurant owner, stole from his waiters' tip jar. [SEP] malice"
1,Tina was on time to work today like most days. [SEP] Reliable
1,"When joe was asked to explain the math problem, he kept it simple and to the point. [SEP] forthright"
1,"When john got his paycheck, he blew it all on videogames [SEP] rashness"
1,"When James' cat was sick with liver cancer, he had it euthanized. [SEP] humane"
1,"James, irked by the fast traffic by his house, put broken glass on the road. [SEP] malice"
1,James refused to pay for cable or Internet. [SEP] stinginess
1,"When it was josh's birthday, his mom threw him a huge party [SEP] generosity"
1,"When mary went to pick out decorations for the wedding, she chose a tacky alcohol theme.  [SEP] tasteless"
1,"When josie saw the new guy at the office, she was all over him [SEP] lustful"
1,The woman threatened to sue the woman who hit her car. [SEP] avenging
1,He got up and stalked off in the middle of dinner. [SEP] volatile
1,"My kids were laughing at everything, and driving me to a headache so I put them all in trouble. [SEP] angry"
1,Alison was always supporting her boyfriend for doing well. [SEP] goodwill
1,"When his sister asked why he wanted money, James admitted he really wanted video games. [SEP] direct"
1,"She really wanted her mom to get her that toy, so she waited until christmas.  [SEP] patient"
1,"Steve was doing some lawn work for extra money and he accidentally ran over the customers hose, Steve let the customer know his mistake [SEP] truthful"
1,"When my birthday came around, my friends all got me a gift card [SEP] generous"
1,The man waited in line to buy a movie ticket. [SEP] patience
1,Alison won the science faire and had wanted to tell everyone about it. [SEP] prideful
1,Linda the lunch lady was willing to give second helpings to anyone who asked. [SEP] generous
1,The boy got up early and did work all day. [SEP] inspired
1,"A mother and two kids approached a man and asked for money, he took them to lunch and bought the kids some new shoes.  [SEP] charitable"
1,He stole her heart with his shining dagger. [SEP] malice
1,"When his girlfriend crashed his car, he could no longer contain himself.  [SEP] furious"
1,Alison stole the gum and told her parents. [SEP] truthful
1,"When James forgot his phone on the bus, he kicked the wall of the bus shelter. [SEP] ill temper"
1,"Julia knew she had many parties, meetings, and events to attend this weekend, but she forgot about most of them. [SEP] disorganized"
1,James had a video game addiction that made him spend most of the day in bed. [SEP] lazy
1,"I watched as someone stole a womans car at the gas pump, I did not say anything to the police. [SEP] coward"
1,"Martha saw that Bill was over-encumbered with his paperwork, so she offered to help him finish. [SEP] selfless"
1,"When the teenager rear-ended him, he stormed out of the car and started screaming at him. [SEP] abrasive"
1,The shop owner refused to allow tourists to use his bathroom when the child was in distress. [SEP] pitiless
1,The cashier rang up the man's items while looking up and addressing him. [SEP] personal
1,After Jim lost the card game he studied the rules for hours.  [SEP] smart
1,"When the ikea people came to put the furniture together, the made sure everything went to the right place.  [SEP] helpful"
1,"When the girl at the club walked up to joey, he smacked her but and made advances on her.  [SEP] lustful"
1,Alison did not turn in her homework and told the teacher. [SEP] truthful
1,She gave him a look that suggested he remove his clothes. [SEP] licentious
1,"The lineup at the grocery store was backed up, so Bill yelled at the cashier. [SEP] ill temper"
1,"When mark got his new job, he got everything done before playing on his phone [SEP] diligent"
1,James decided to spent the evening binging on pizza and whiskey. [SEP] self-indulgence
1,"The men marched on the city, and burned every last man woman and child.  [SEP] ruthless"
1,"Jimmy got a brand new car, he spent the entire day showing it off to his friends.  [SEP] prideful"
1,The boy bounced from room to room avoiding the people at the party. [SEP] distant
1,The man ignored the elderly woman when she asked where to find the milk at the grocery store.  [SEP] unhelpful
1,"As the father talked, the boy mocked everything he said. [SEP] disrespectful"
1,"The store was letting nurses in first, I thought that was cool.  [SEP] patient"
1,James' room was covered with papers from him throwing them anywhere instead of filing them properly. [SEP] careless
1,Susie was promised a popsicle when her father got home and she stomped her feet. [SEP] complaining
1,"When the men attacked the city, they spared the women and the children.  [SEP] humane"
1,"Jane ate the last sandwich,  even though her brother hadn't eaten.  [SEP] greedy"
1,"He waited for hours, for her to finish shooping for clothes, before speakng up. [SEP] patient"
1,"When I found jill crying by herself, I told her to get over herself.  [SEP] callous"
1,"At the get together, John poured himself his tenth drink. [SEP] over-indulgence"
1,The man told the woman she was dressed well. [SEP] decent
1,Alison's teacher always was there for her after school. [SEP] helpful
1,John would never start a fight with any of his workers. [SEP] peaceful
1,"He waited for minutes, for her to finish shooping for clothes, before speaking up. [SEP] patient"
1,He ate all of her food and left her to starve. [SEP] self-indulgence
1,Steve stayed with his home team after their rivals offered him a new apartment to play for them. [SEP] loyalty
1,The man spent an hour helping an elderly neighbor examine irregular moles in the mirror. [SEP] generous
1,"I wanted to have a party, but did not want to spend money. [SEP] stinginess"
1,James sent the rival football a basket of cookies. [SEP] friendly
1,"When jim say his girlfriend crying, he told her to stop being so easily offended  [SEP] callous"
1,"Charlie is a my friend, he is there when i need him [SEP] reliable"
1,"When mark was introduced to his desk mate, he asked about his family [SEP] personable"
1,"My little sister was learning how to read, she enjoyed it even when it was hard.  [SEP] good temper"
1,"Dan wanted to be a comedian, so he spent hours writing and testing jokes before amateur mike night. [SEP] ambitious"
1,The weather was raining and Lisa was sad. [SEP] gloomy
1,Melissa would read a book while watching for the mail. [SEP] patient
1,"John was called into the office to talk to his boss, he became out of control when he heard the news of getting fired.  [SEP] volatile"
1,The woman often stopped to see if the old man needed anything on her way to the market. [SEP] caring
1,"Susie wanted to get into college, but she did not study. [SEP] foolish"
1,The woman spoke in a comforting tone as she interviewed the applicant. [SEP] personable
1,Susie's boyfriend cheated on her and she slashed his car. [SEP] avenging
1,"Allen was out to dinner with his wife and noticed a man wearing a Vietnam veteran hat, Allen paid for the mans dinner [SEP] patriotic"
1,Alison was shocked when she saw that she only received $1 from her parents. [SEP] stinginess
1,"Harry's infant son keeps tugging at his shirt while Harry plays a video game, Harry pauses it to give him attention [SEP] caring"
1,Julia put the letter inside of the vase where she knew no one would see it.  [SEP] secretive 
1,"When jamie got the promotion at work, john became irate  [SEP] envy"
1,Lian thought she was going to fail her class after barely passing her first midterm.  [SEP] gloomy
1,"Even though he had been screwed over in the past, he still believed him.  [SEP] trusting"
1,"My kids made me a painting for my birthday, I told them I loved it a lot. [SEP] appreciative"
1,John decided not to fight because it was wrong of him. [SEP] peaceful
1,"tonya was new at school and didnt know anyone, so she kept to herself [SEP] unfriendly"
1,Alison had to explain herself to her husband and did so in one minute. [SEP] forthright
1,James insisted on fixing his deck himself. [SEP] independent
1,Alison spent all night studying for the exam. [SEP] ambition
1,Alice saw that there were people who were suffering and she scoffed. [SEP] callous
1,The new swedish exchange student came into the classroom and joey couldnt keep his eyes off her.  [SEP] lustful
1,"I invited my friend charles to the restaurant, he ate like there was no tomorrow. [SEP] gluttonous"
1,Susie was reflecting about her mother's death and threw things. [SEP] furious
1,"On the school yard, after he was targeted by the bully and challenged to a fight, he confronted the bully challenging him. [SEP] heroic"
1,"When joe went to the party, the first thing he did was score some drugs [SEP] hedonistic"
1,James felt groggy as he stepped out of the airplane in Dubai. [SEP] disoriented
1,I liked to work with the girl at the deli because she was always had a smile. [SEP] amiable
1,He can lift double his weight without any aching in his body. [SEP] strong
1,Walter put his hand on this sister's shoulder when she told him her boyfriend had broken up with her. [SEP] empathetic
1,"When Susie's friend stood her up, Susie wanted pay back. [SEP] revenging"
1,The boy took a nap after he got home from school. [SEP] lazy
1,He took his sister to her nursing testing as his parents requested. [SEP] reliable
1,The man walked into the room and greeted every person with a handshake. [SEP] personable
1,James always spent Saturday afternoons avoiding calling his grandmother. [SEP] undependable
1,Alison never needed direction to get the job done. [SEP] independent
1,"When I found jill crying by herself, I knew how she felt.  [SEP] empathetic"
1,John donated no money to the destitute person. [SEP] pitiless
1,The teacher stayed after school to shame his student for not learning to read. [SEP] unhelpful
1,"When Stacy's friend Lisa won the award, Stacy scowled at her. [SEP] malice"
1,Tim stole johns lunch years back and john still has not let it go.  [SEP] resentful
1,"When Susie told her sister about her job loss, her sister laughed at her. [SEP] callous"
1,The losing general refused to abandon the field when under fire. [SEP] honorable
1,"when tom's stomach began to rumble, he continued to eat more and more food. [SEP] over-indulgence"
1,James hid behind the building to avoid confronting the kitten. [SEP] timid
1,"Jim repainted his house, he chose some neon colors that were painful on your eyes.  [SEP] tasteless"
